Frame,Processing Time
1,0.0934586
2,0.0988437
3,0.0981987
4,0.106116
5,0.10463
6,0.10496
7,0.106676
8,0.102764
9,0.10521
10,0.111194
11,0.107835
12,0.103114
13,0.1048
14,0.105031
15,0.104803
16,0.10278
17,0.108032
18,0.105035
19,0.0949239
20,0.0964562
21,0.0935897
22,0.0890718
23,0.0756275
24,0.091258
25,0.0921448
26,0.0944824
27,0.0959454
28,0.090726
29,0.118359
30,0.0675931
31,0.06836
32,4.48595
33,0.0739886
34,0.12827
35,0.120012
36,0.115482
37,0.115175
38,0.113106
39,0.095267
40,0.101316
41,0.111303
42,0.144193
43,0.0812734
44,0.0729388
45,0.0775171
46,0.0692807
47,0.0699361
48,0.068231
49,0.0760198
50,0.0709497
51,0.078366
52,0.0756816
53,0.0719689
54,0.0804928
55,0.0781599
56,0.0747585
57,0.0878011
58,0.075408
59,0.077707
60,0.0747301
61,0.0818004
62,0.0724151
63,0.0698862
64,0.0728735
65,0.0780359
66,0.0737495
67,0.0773544
68,0.065734
69,0.0749023
70,0.0714282
71,0.0743944
72,0.0673662
73,0.0772617
74,0.0650444
75,0.0670972
76,0.0738533
77,0.0714227
78,0.0708041
79,0.0682178
80,0.0716439
81,0.0666849
82,0.0706724
83,0.0702833
84,0.0716337
85,0.0664119
86,0.0715546
87,0.0730062
88,0.0699744
89,0.0682088
90,0.0718051
91,0.0719002
92,0.0681704
93,0.0690007
94,0.0725537
95,0.0696743
96,0.0658381
97,0.0698154
98,0.0729889
99,0.071171
100,0.0652908
101,0.0680464
102,0.0731666
103,0.0709595
104,0.0653481
105,0.0684022
106,0.0689169
107,0.070204
108,0.0669136
109,0.0680474
110,0.070253
111,0.0732788
112,0.0671227
113,0.072111
114,0.0684704
115,0.0674794
116,0.0656977
117,0.0706902
118,0.0681388
119,0.0709684
120,0.075964
121,0.0685372
122,0.0690663
123,0.0713732
124,0.0697982
125,0.0737872
126,0.0700152
127,0.0715307
128,0.0656515
129,0.071658
130,0.0699127
131,0.0718755
132,0.0760071
133,0.0671492
134,0.0710143
135,0.0751898
136,0.068854
137,0.0674694
138,0.0717637
