0.0339222,
0.0642967,
0.0538941,
0.0511405,
0.0538117,
0.0475736,
0.0471285,
0.0482456,
0.0514215,
0.0436343,
0.0472323,
0.0478055,
0.0506553,
0.0497035,
0.0516991,
0.0411274,
0.0499554,
0.0524257,
0.0445618,
0.045782,
0.0533057,
0.0534843,
0.0461369,
0.0523145,
0.0590157,
0.0440556,
0.049438,
0.0439959,
0.0486103,
0.0494434,
0.049912,
0.0507367,
0.0514752,
0.0553389,
0.0457058,
0.0554209,
0.0504131,
0.0570969,
0.0496726,
0.0633735,
0.0543067,
0.0490028,
0.063903,
0.0515519,
0.0498756,
0.0467772,
0.0482505,
0.0448689,
0.0504821,
0.058167,
0.049586,
0.0576075,
0.057312,
0.0509311,
0.052709,
0.0507025,
0.0508692,
0.0491616,
0.0565432,
0.0441824,
0.047603,
0.043419,
0.056315,
0.0493772,
0.0578372,
0.0557693,
0.0615999,
0.0600536,
0.0474334,
0.0625486,
0.0511772,
0.0599399,
0.0451429,
0.0556872,
0.0457843,
0.0492413,
0.0545469,
0.0634724,
0.0548728,
0.0951938,
0.0352244,
0.0244472,
0.0340718,
0.0234203,
0.0265944,
0.0248526,
0.0256449,
0.0352368,
0.0270667,
0.0216028,
0.0262002,
0.0280314,
0.0261172,
0.0226296,
0.0271871,
0.0271319,
0.0265183,
0.022443,
0.0214552,
0.0207977,
0.0240449,
0.0211869,
0.0196329,
0.018181,
0.0254287,
0.0248443,
0.0241497,
0.0232726,
0.0251423,
0.0253562,
0.033247,
0.0275716,
0.0262284,
0.0242588,
0.0208928,
0.0275153,
0.0320844,
0.025669,
0.0241044,
0.0255709,
0.0291632,
0.0239829,
0.0156532,
0.0194559,
0.0151838,
0.0175489,
0.0266128,
0.0210874,
0.0160251,
0.0232928,
0.0269955,
0.0171031,
0.0209884,
0.017403,
0.0261852,
0.0296411,
0.0180135,
0.0198106,
0.0163223,
0.0223459,
0.0202323,
0.0188837,
0.0268184,
0.0193258,
0.0224776,
0.0236866,
0.0179183,
0.016909,
0.020865,
0.0149122,
0.0221961,
0.0302131,
0.0230702,
0.0377654,
0.0167096,
0.0259683,
0.0168472,
0.0207272,
0.0179806,
0.0148028,
0.0161448,
0.0147966,
0.0334244,
0.0212814,
0.0280761,
0.0201012,
0.0269109,
0.0195239,
0.0322157,
0.0190448,
0.0236752,
0.0281253,
0.0289998,
0.0284205,
0.0339705,
0.0363693,
0.0321344,
0.0329382,
0.0302508,
0.0253235,
0.0313274,
0.0381608,
0.0437968,
0.0321208,
0.0257738,
0.0282351,
0.0317018,
0.0244276,
0.0307082,
0.02053,
0.0440292,
0.0260377,
0.0313751,
0.0268009,
0.0289916,
0.0248296,
0.0400213,
0.0378268,
0.0284689,
0.0177573,
0.0196318,
0.0185012,
0.0246712,
0.0280581,
0.0245697,
0.0242309,
0.0255964,
0.025652,
0.0307126,
0.0222561,
0.0264856,
0.0227909,
0.0360702,
0.0190397,
0.0255423,
0.0251531,
0.019455,
0.0319337,
0.0189687,
0.0272295,
0.0282521,
0.0364038,
0.0275244,
0.0322607,
0.0279366,
0.038287,
0.0362368,
0.0259582,
0.0400104,
0.0249433,
0.0227311,
0.025763,
0.0249205,
0.0286748,
0.0287764,
0.0282734,
0.0290806,
0.0295849,
0.0373117,
0.0205018,
0.028633,
0.0226451,
0.0402976,
0.0319624,
0.0341966,
0.028349,
0.0380564,
0.0316895,
0.0342006,
0.0268406,
0.0351822,
0.0338849,
0.04007,
0.0324163,
0.0281922,
0.0172305,
0.0265109,
0.0192076,
0.0307279,
0.0327997,
0.0371123,
0.0323275,
0.0280599,
0.0271714,
0.0305839,
0.0249337,
0.035702,
0.0260106,
0.029349,
0.0252812,
0.0352769,
0.0305253,
0.0457982,
0.0319913,
0.024442,
0.0280658,
0.0202735,
0.0251242,
0.0282792,
0.0300725,
0.0271106,
0.0251995,
0.0268629,
0.026751,
0.0213735,
0.023518,
0.0167865,
0.0329517,
0.0285217,
0.030491,
0.0246354,
0.0270734,
0.027241,
0.0204451,
0.0300075,
0.0489628,
0.047282,
0.0781305,
0.022,
0.0396837,
0.0220181,
0.0208749,
0.0272808,
0.0161653,
0.0226979,
0.01918,
0.0264419,
0.0301566,
0.0255849,
0.0319766,
0.0198542,
0.0200928,
0.0230326,
0.0284932,
0.0220352,
0.0354535,
0.034377,
0.0199394,
0.0215144,
0.0267347,
0.0179646,
0.0195842,
0.0400432,
0.0263208,
0.0242535,
0.0269159,
0.02493,
0.0253391,
0.0364667,
0.0275376,
0.0312126,
0.0278706,
0.0274263,
0.0243903,
0.0242503,
0.027421,
0.0328432,
0.0221586,
0.0253635,
0.0234866,
0.037594,
0.0281008,
0.026368,
0.0259593,
0.025902,
0.0264437,
0.024931,
0.0232686,
0.0240091,
0.0240391,
0.0404383,
0.0189867,
0.0226567,
0.0224297,
0.0296953,
0.0219561,
0.0245129,
0.0451408,
0.0366375,
0.022859,
0.0235169,
0.0277199,
0.0309815,
0.0253733,
0.0683899,
0.0303293,
0.0336263,
0.0406215,
0.0622239,
0.0325278,
0.029152,
0.0308431,
0.0270345,
0.0318456,
0.0417247,
0.0340749,
0.0281229,
0.0289,
0.0497872,
0.0279073,
0.0426969,
0.0624933,
0.0286848,
0.0402899,
0.0495931,
0.0386042,
0.0307613,
0.0422773,
0.026469,
0.0266156,
0.0400568,
0.0297147,
0.0338461,
0.0290573,
0.0301446,
0.0295266,
0.039913,
0.0295131,
0.0316968,
0.0345751,
0.0253007,
0.0392083,
0.0458282,
0.0293508,
0.03817,
0.039471,
0.0339542,
0.0312864,
0.0351906,
0.0273274,
0.0265033,
0.020623,
0.0255752,
0.0158255,
0.0158728,
0.0165065,
0.0168279,
0.0264909,
0.0501547,
0.0445029,
0.0267599,
0.036187,
0.0334495,
0.0281905,
0.0233267,
0.0249292,
0.0201987,
0.0391709,
0.0332411,
0.026284,
0.046287,
0.0406078,
0.0333448,
0.0297767,
0.0255331,
0.0197212,
0.0197314,
0.0212004,
0.0168313,
0.0146985,
0.018636,
0.0154151,
0.0149401,
0.0184022,
0.0194883,
0.0149613,
0.0195074,
0.019396,
0.0154655,
0.0173438,
0.0171941,
0.0172958,
0.0214412,
0.0232791,
0.019812,
0.0203352,
0.0174913,
0.0248023,
0.0274762,
0.0451678,
0.0396504,
0.0697056,
0.0207854,
0.015088,
0.0163657,
0.0148299,
0.0144859,
0.0210199,
0.0160983,
0.0150079,
0.0141343,
0.0163225,
0.0170521,
0.0169214,
0.0214199,
0.0206115,
0.0171096,
0.0196696,
0.0164696,
0.0140455,
0.0169787,
0.0261231,
0.0207843,
0.0187855,
0.018994,
0.0187499,
0.0189071,
0.0179428,
0.0200261,
0.0201052,
0.0180396,
0.0166197,
0.0207138,
0.0150739,
0.0168901,
0.020171,
0.0178783,
0.017633,
0.0200589,
0.0153527,
0.0157883,
0.0209286,
0.0227028,
0.0231196,
0.0234926,
0.0365326,
0.028592,
0.0198219,
0.0284015,
0.0203188,
0.0285459,
0.0228285,
0.0154487,
0.0295033,
0.0204408,
0.0138375,
0.0159349,
0.0138621,
0.0123457,
0.01434,
0.0160396,
0.0156877,
0.0135823,
0.0188392,
0.016284,
0.0129983,
0.0151789,
0.0182259,
0.0205819,
0.0254006,
0.0210307,
0.0149623,
0.016169,
0.0252766,
0.0208893,
0.0202398,
0.0224764,
0.0176454,
0.0214688,
0.0194927,
0.0175829,
0.0219455,
0.0188334,
0.0175958,
0.0260423,
0.0223349,
0.0244821,
0.0170457,
0.0165265,
0.0187943,
0.0184614,
0.0180174,
0.0291208,
0.0202611,
0.0169649,
0.023574,
0.0216746,
0.0183085,
0.0232599,
0.0167748,
0.0220065,
0.0314034,
0.036383,
0.0195792,
0.0172654,
0.0183574,
0.0221107,
0.0137779,
0.0176284,
0.0183819,
0.0167518,
0.0252238,
0.0157228,
0.0222127,
0.0356314,
0.0159516,
0.0200481,
0.0187467,
0.0216617,
0.027507,
0.019246,
0.0256716,
0.0204747,
0.01781,
0.0216023,
0.0198106,
0.0144148,
0.0234755,
0.0151938,
0.0144032,
0.0214404,
0.0199737,
0.0172752,
0.0291632,
0.019879,
0.0189158,
0.0282423,
0.0179971,
0.0222151,
0.0174848,
0.0177538,
0.02455,
0.0218704,
0.0194194,
0.0254231,
0.0207895,
0.0235853,
0.0197577,
0.0188879,
0.0208644,
0.017463,
0.0309474,
0.0197784,
0.0161528,
0.0210002,
0.0258487,
0.018788,
0.0181919,
0.0177419,
0.0168019,
0.0210734,
0.0192666,
0.0164357,
0.0209424,
0.017332,
0.0181853,
0.0200691,
0.0176083,
0.0186212,
0.0210617,
0.0198142,
0.0157301,
0.0222208,
0.0164912,
0.0161814,
0.0218147,
0.0137212,
0.013097,
